Feature,Importance
Destination_Type_Playa,0.03779704
Origin_Type_Playa,0.030511139
Origin_Type_Ciudad Fronteriza,0.017534632
Destination_Type_Ciudad Principal,0.014174231
Origin_Type_MX Amigos y Familia,0.013447689
Destination_Type_Ciudad Fronteriza,0.012003812
Destination_Type_MX Amigos y Familia,0.010962806
Route_ID_5485,0.010697488
Origin_Type_Ecoturismo,0.0096848
Duration,0.007969786
Route_ID_384,0.007639293
Route_ID_5188,0.0066860337
Capacity,0.005960338
Route_ID_637,0.0057567237
Route_ID_2436,0.0057395627
Route_ID_650,0.005578338
Route_ID_3134,0.005421863
Route_ID_523,0.005273599
Route_ID_1826,0.004780509
Route_ID_2273,0.0047449707
Origin_Type_Ciudad Principal,0.0047013788
Route_ID_7592,0.0047002886
Route_ID_3065,0.0046658684
Bookings,0.004653289
Route_ID_1610,0.0044307946
Route_ID_3662,0.0043548783
Route_ID_8015,0.00421628
Route_ID_3791,0.0041820556
Route_ID_2232,0.0041565523
Route_ID_5894,0.0040416056
Route_ID_2576,0.004000863
Route_ID_6944,0.0039788643
Route_ID_3159,0.003973037
Route_ID_6168,0.0038445597
Route_ID_1384,0.0037446576
Route_ID_4463,0.003696443
Route_ID_543,0.0035928744
Route_ID_2941,0.0034911435
Route_ID_632,0.0034557637
Destination_Type_Ecoturismo,0.0034193
Route_ID_711,0.0033313187
Route_ID_1488,0.003306793
Route_ID_2330,0.003282218
Route_ID_4109,0.0032557147
Route_ID_4000,0.0032516352
Route_ID_3776,0.0032376035
Route_ID_278,0.003219951
Route_ID_1411,0.0031630648
Route_ID_4955,0.0031436142
Route_ID_5972,0.0031135501
Route_ID_590,0.0031127767
Route_ID_3673,0.0031047964
Route_ID_753,0.0030369568
Route_ID_4719,0.003009315
Route_ID_427,0.0029636633
Route_ID_2484,0.0029633977
Route_ID_691,0.0029487794
Route_ID_1430,0.0029444366
Route_ID_2029,0.0029388783
Route_ID_3076,0.0028890863
Route_ID_4633,0.0028864474
Route_ID_378,0.0028721949
Route_ID_2591,0.0028626802
Route_ID_3292,0.0028601119
Route_ID_844,0.0028548336
Route_ID_1784,0.0028517563
Route_ID_4886,0.0028466447
Route_ID_1766,0.0028404589
Route_ID_1937,0.002802047
Route_ID_1197,0.002789931
Route_ID_2228,0.002787162
Route_ID_3462,0.0027368465
Route_ID_3322,0.0027269786
Route_ID_582,0.0027259733
Route_ID_4473,0.0027151573
Route_ID_1031,0.002708669
Route_ID_3129,0.0027045396
Route_ID_27,0.002697351
Route_ID_703,0.0026829313
Route_ID_4751,0.0026786525
Route_ID_3883,0.0026664648
Route_ID_2050,0.0026602207
Route_ID_2237,0.002658847
Route_ID_1156,0.0026391172
Route_ID_1026,0.0026386182
Route_ID_783,0.0026377735
Route_ID_2110,0.0026344222
Route_ID_6136,0.0026131468
Route_ID_1182,0.002584989
Route_ID_1290,0.0025648482
Route_ID_4264,0.0025300866
Route_ID_1636,0.002499104
Route_ID_2733,0.0024917575
Route_ID_4711,0.0024673585
Route_ID_1467,0.0024511437
Route_ID_4037,0.0024482126
Route_ID_1155,0.0024288583
Route_ID_4327,0.0024117974
Route_ID_8312,0.0023779836
Route_ID_4165,0.0023534175
Route_ID_925,0.0023285802
Route_ID_2276,0.0023219835
Route_ID_1502,0.0022606037
Route_ID_864,0.0022491112
Route_ID_3553,0.0022464592
Route_ID_106,0.0022439216
Route_ID_8177,0.002238591
Route_ID_2438,0.0022326515
Route_ID_1627,0.002217351
Route_ID_1366,0.002176141
Route_ID_271,0.0021658305
Route_ID_3369,0.0021648249
Route_ID_1042,0.0021208706
Route_ID_2193,0.0021097385
Route_ID_9108,0.002103575
Route_ID_2625,0.002090217
Route_ID_484,0.002064512
Route_ID_4901,0.0020582099
Route_ID_482,0.002054109
Route_ID_3923,0.0020407648
Route_ID_6880,0.002039867
Route_ID_764,0.0020361484
Route_ID_570,0.0020033799
Route_ID_3855,0.0020028602
Route_ID_1373,0.0019689158
Route_ID_123,0.0019646923
Route_ID_994,0.0019631528
Route_ID_1016,0.001955825
Route_ID_1249,0.0019354288
Route_ID_1575,0.0019226974
Route_ID_1288,0.0019053133
Route_ID_2849,0.0018803512
Route_ID_1454,0.0018663869
Route_ID_1195,0.0018573201
Route_ID_1002,0.0018501501
Route_ID_4576,0.0018494166
Route_ID_824,0.0018484541
Route_ID_88,0.0018178537
Route_ID_1540,0.0018157214
Route_ID_2211,0.0018157162
Route_ID_1365,0.0018056821
Route_ID_3517,0.0017873965
Route_ID_811,0.0017858256
Route_ID_7395,0.001783626
Route_ID_1210,0.0017772432
Route_ID_1258,0.001756026
Route_ID_1830,0.0017540294
Route_ID_1055,0.001745525
Route_ID_66,0.0017455152
Route_ID_5353,0.0017447878
Route_ID_958,0.0017435262
Route_ID_1905,0.0017421143
Route_ID_12,0.0017276697
Route_ID_8154,0.0017141255
Route_ID_1330,0.0017104909
Route_ID_4096,0.001706845
Route_ID_3090,0.0016971505
Route_ID_2057,0.0016960931
Route_ID_328,0.0016838419
Route_ID_2888,0.001671478
Route_ID_63,0.001671034
Route_ID_5104,0.0016497321
Route_ID_175,0.0016436658
Route_ID_2177,0.0016414395
Route_ID_2791,0.0016387203
Route_ID_79,0.0016083296
Route_ID_1127,0.0016039626
Route_ID_1882,0.0015964078
Route_ID_295,0.0015917827
Route_ID_2277,0.0015851964
Route_ID_3763,0.0015848427
Route_ID_4393,0.001584132
Route_ID_3835,0.0015734837
Route_ID_262,0.0015729737
Route_ID_3929,0.0015569591
Route_ID_1788,0.0015504933
Route_ID_3739,0.001521556
Route_ID_587,0.0015092731
Route_ID_1162,0.0015087464
Route_ID_4334,0.001501079
Route_ID_2189,0.0014953763
Route_ID_4547,0.0014940099
Route_ID_1388,0.0014825847
Route_ID_2410,0.0014811893
Route_ID_918,0.0014790153
Route_ID_3033,0.0014786567
Route_ID_2007,0.0014764308
Route_ID_1032,0.0014757925
Route_ID_321,0.0014611012
Route_ID_3643,0.0014525183
Route_ID_5286,0.0014514386
Route_ID_1978,0.0014426507
Route_ID_6882,0.0014398958
Route_ID_4347,0.0014337121
Route_ID_2390,0.0014315696
Route_ID_2158,0.0014237397
Route_ID_1332,0.0014235659
Route_ID_7683,0.0014205317
Route_ID_777,0.0014192436
Route_ID_62,0.0014192108
Route_ID_3003,0.0014180719
Route_ID_1778,0.0014108159
Route_ID_2648,0.0014099522
Route_ID_228,0.0014073162
Route_ID_1673,0.0013965677
Route_ID_4404,0.0013936561
Route_ID_85,0.0013934021
Route_ID_219,0.0013928103
Route_ID_2328,0.0013903768
Route_ID_1441,0.0013800048
Route_ID_1960,0.0013799417
Route_ID_898,0.0013744967
Route_ID_222,0.0013677627
Route_ID_1816,0.001366671
Route_ID_128,0.0013657706
Route_ID_132,0.0013648772
Route_ID_2266,0.0013555058
Route_ID_7123,0.0013535874
Route_ID_1436,0.0013529449
Route_ID_4251,0.001348742
Route_ID_890,0.0013483621
Route_ID_588,0.0013419123
Route_ID_3844,0.0013273978
Route_ID_893,0.0013209647
Route_ID_1000,0.0013175367
Route_ID_1606,0.0013152128
Route_ID_1343,0.0013092541
Route_ID_122,0.0013060807
Route_ID_2263,0.0013038635
Route_ID_4084,0.0012988071
Route_ID_1107,0.0012950783
Route_ID_4381,0.0012933647
Route_ID_768,0.001290732
Route_ID_3117,0.0012899152
Route_ID_2934,0.0012855144
Route_ID_1361,0.0012849943
Route_ID_310,0.0012806177
Route_ID_4921,0.0012709942
Route_ID_2667,0.0012656335
Route_ID_2275,0.001263035
Route_ID_6181,0.0012624924
Route_ID_429,0.0012562367
Route_ID_273,0.0012540801
Route_ID_1719,0.001247865
Route_ID_1730,0.0012400465
Route_ID_961,0.0012371883
Route_ID_3161,0.0012368939
Route_ID_520,0.0012359597
Route_ID_1223,0.0012327399
Route_ID_2760,0.0012320265
Route_ID_635,0.0012305939
Route_ID_1245,0.0012263018
Route_ID_3188,0.0012254762
Route_ID_5737,0.0012252367
Route_ID_4167,0.0012249565
Route_ID_326,0.0012235502
Route_ID_2986,0.0012197524
Route_ID_1994,0.0012135371
Route_ID_2909,0.0012087778
Route_ID_1950,0.0012055914
Route_ID_6679,0.0011976549
Route_ID_2261,0.0011966812
Route_ID_3571,0.0011938227
Route_ID_4482,0.001188129
Route_ID_701,0.0011863726
Route_ID_4772,0.0011826991
Route_ID_236,0.0011809083
Route_ID_1112,0.0011786009
Route_ID_4157,0.0011776676
Route_ID_232,0.0011611118
Route_ID_4578,0.0011551611
Route_ID_1777,0.0011541422
Route_ID_3280,0.0011466718
Route_ID_2422,0.0011430205
Route_ID_1887,0.0011373218
Route_ID_566,0.0011337195
Route_ID_2856,0.0011310464
Route_ID_4964,0.0011277943
Route_ID_1767,0.0011264093
Route_ID_4735,0.0011248146
Route_ID_1358,0.0011221039
Route_ID_2131,0.0011211451
Route_ID_1387,0.0011206524
Route_ID_1985,0.0011189339
Route_ID_5680,0.0011114216
Route_ID_7133,0.0011084916
Route_ID_5082,0.001108342
Route_ID_4467,0.0011049248
Route_ID_6378,0.0011014488
Route_ID_5848,0.0010995074
Route_ID_1171,0.0010990921
Route_ID_6671,0.0010986356
Route_ID_65,0.0010964976
Route_ID_1898,0.0010925877
Route_ID_5469,0.0010857872
Route_ID_181,0.0010814085
Route_ID_3116,0.0010811611
Route_ID_3951,0.0010741447
Route_ID_3068,0.0010739896
Route_ID_1020,0.0010698758
Route_ID_401,0.0010695802
Route_ID_392,0.001067691
Route_ID_4050,0.0010658755
Route_ID_1582,0.001064718
Route_ID_14,0.0010537534
Route_ID_1531,0.0010503137
Route_ID_3655,0.0010489128
Route_ID_1892,0.0010456298
Route_ID_2691,0.001038638
Route_ID_1356,0.0010379433
Route_ID_33,0.001036058
Route_ID_5918,0.0010360316
Route_ID_8473,0.0010334979
Route_ID_2015,0.0010334668
Route_ID_6068,0.0010317842
Route_ID_2459,0.0010303096
Route_ID_2795,0.001028761
Route_ID_3452,0.0010287396
Route_ID_5215,0.0010271716
Route_ID_1402,0.0010261902
Route_ID_5251,0.0010250258
Route_ID_2676,0.0010249179
Route_ID_2472,0.0010246823
Route_ID_1275,0.0010243314
Route_ID_8510,0.0010182047
Route_ID_1184,0.0010150085
Route_ID_2489,0.0010144947
Route_ID_8918,0.0010126054
Route_ID_1317,0.0009983607
Route_ID_719,0.0009948824
Route_ID_9782,0.0009939278
Route_ID_2902,0.0009936659
Route_ID_1109,0.0009917947
Route_ID_9138,0.0009913611
Route_ID_3860,0.0009866226
Route_ID_1392,0.0009861425
Route_ID_700,0.0009859331
Route_ID_348,0.0009827348
Route_ID_5975,0.0009822604
Route_ID_516,0.0009776122
Route_ID_561,0.0009756796
Route_ID_624,0.0009742844
Route_ID_3331,0.00097254093
Route_ID_4620,0.0009725172
Route_ID_2186,0.00097103266
Route_ID_170,0.00096980005
Route_ID_1782,0.0009692482
Route_ID_4149,0.0009681889
Route_ID_2645,0.0009654344
Route_ID_4047,0.00096363935
Route_ID_58,0.0009593455
Route_ID_8975,0.0009542225
Route_ID_2687,0.0009474196
Route_ID_1559,0.0009450323
Route_ID_5957,0.00094243465
Route_ID_1009,0.00094127463
Route_ID_3332,0.0009409157
Route_ID_7899,0.0009402001
Route_ID_6145,0.0009390818
Route_ID_2358,0.00093722786
Route_ID_2864,0.00093408575
Route_ID_5902,0.0009338781
Route_ID_7094,0.00093356345
Route_ID_6756,0.00093189615
Route_ID_7150,0.00092919247
Route_ID_1404,0.00092739693
Route_ID_6979,0.00092614343
Route_ID_7017,0.00092544913
Route_ID_5448,0.00092253776
Route_ID_3806,0.00092197524
Route_ID_4228,0.0009215604
Route_ID_1771,0.00091919006
Route_ID_1683,0.0009162736
Route_ID_1783,0.0009142993
Route_ID_8846,0.00091406173
Route_ID_5921,0.00091308326
Route_ID_1354,0.0009114135
Route_ID_4764,0.0009099557
Route_ID_4376,0.00090526155
Route_ID_9115,0.0008970384
Route_ID_1527,0.0008949959
Route_ID_3575,0.00089279225
Route_ID_950,0.00089155615
Route_ID_7556,0.0008836091
Route_ID_5752,0.00088321336
Route_ID_959,0.0008824601
Route_ID_5225,0.0008823144
Route_ID_2802,0.0008788279
Route_ID_3108,0.00087564834
Route_ID_5764,0.0008718822
Route_ID_3521,0.0008706428
Route_ID_229,0.0008699484
Route_ID_1260,0.0008672335
Route_ID_5044,0.000864495
Route_ID_2796,0.0008629978
Route_ID_2653,0.00085962075
Route_ID_2045,0.0008577113
Route_ID_2309,0.0008548755
Route_ID_7281,0.0008532847
Route_ID_3573,0.0008523916
Route_ID_3934,0.00084878044
Route_ID_2191,0.00084771944
Route_ID_5727,0.00084596255
Route_ID_5312,0.00084187294
Route_ID_2502,0.00083843415
Route_ID_2315,0.00083675183
Route_ID_5507,0.0008328293
Route_ID_5081,0.00083229353
Route_ID_243,0.0008232596
Route_ID_8804,0.0008212657
Route_ID_377,0.0008207176
Route_ID_1616,0.00081879535
Route_ID_1445,0.00081855815
Route_ID_3145,0.0008125221
Route_ID_3092,0.0008086668
Route_ID_2728,0.0008035115
Route_ID_4031,0.00079499226
Route_ID_4755,0.00079292024
Route_ID_5403,0.0007914434
Route_ID_3533,0.00078959035
Route_ID_4889,0.0007895766
Route_ID_7640,0.00078502676
Route_ID_2222,0.0007831849
Route_ID_7990,0.00078284397
Route_ID_5023,0.0007792811
Route_ID_4879,0.0007734204
Route_ID_3876,0.00077339134
Route_ID_487,0.0007695946
Route_ID_2711,0.00076807424
Route_ID_8968,0.00076225196
Route_ID_992,0.00076021353
Route_ID_1095,0.0007563794
Route_ID_2092,0.000753619
Route_ID_3574,0.00075034914
Route_ID_1759,0.0007503491
Route_ID_7463,0.00074984273
Route_ID_496,0.00074703665
Route_ID_2632,0.0007467989
Route_ID_1702,0.0007465059
Route_ID_2512,0.0007464529
Route_ID_3538,0.0007462606
Route_ID_2180,0.0007402132
Route_ID_1328,0.0007378148
Route_ID_723,0.0007367557
Route_ID_5028,0.00073646626
Route_ID_1871,0.0007360385
Route_ID_6227,0.00072868227
Route_ID_3783,0.0007286059
Route_ID_9243,0.0007285598
Route_ID_3114,0.00072706264
Route_ID_6632,0.0007268535
Route_ID_5600,0.0007220922
Route_ID_2341,0.0007213457
Route_ID_383,0.00072077505
Route_ID_2571,0.00071933406
Route_ID_4640,0.0007160857
Route_ID_5662,0.00071594416
Route_ID_2749,0.0007052364
Route_ID_1355,0.0007045384
Route_ID_363,0.0007035348
Route_ID_4875,0.0006997097
Route_ID_4540,0.0006919246
Route_ID_4619,0.0006912049
Route_ID_8482,0.00068918715
Route_ID_3593,0.0006852134
Route_ID_614,0.0006834716
Route_ID_9831,0.00068251987
Route_ID_2319,0.00068250584
Route_ID_857,0.00068214897
Route_ID_5020,0.00068082573
Route_ID_2618,0.0006807174
Route_ID_1319,0.0006776149
Route_ID_7822,0.0006744509
Route_ID_6051,0.00067405496
Route_ID_304,0.000673245
Route_ID_6183,0.0006715191
Route_ID_1707,0.00066997047
Route_ID_1946,0.0006693119
Route_ID_4954,0.0006692906
Route_ID_1839,0.0006636494
Route_ID_4925,0.0006636118
Route_ID_6712,0.0006555162
Route_ID_5832,0.0006518551
Route_ID_1604,0.0006518149
Route_ID_8115,0.00064657046
Route_ID_1065,0.0006462264
Route_ID_6364,0.00064617925
Route_ID_2555,0.0006405202
Route_ID_2776,0.000639483
Route_ID_3131,0.0006387009
Route_ID_544,0.0006369814
Route_ID_7054,0.0006340933
Route_ID_2983,0.0006313371
Route_ID_8809,0.0006310919
Route_ID_720,0.0006310677
Route_ID_468,0.000625882
Route_ID_114,0.00062381243
Route_ID_7337,0.0006230244
Route_ID_3262,0.00061295036
Route_ID_655,0.00060761685
Route_ID_7736,0.00060400774
Route_ID_315,0.0006039983
Route_ID_1429,0.0006017484
Route_ID_3286,0.00060116214
Route_ID_3132,0.00059991813
Route_ID_2799,0.00059079664
Route_ID_1930,0.0005894982
Route_ID_2702,0.00058790867
Route_ID_942,0.0005850496
Route_ID_4602,0.0005844564
Route_ID_4771,0.00058383006
Route_ID_8667,0.0005831076
Route_ID_8024,0.0005808871
Route_ID_9280,0.0005804429
Route_ID_2663,0.0005797785
Route_ID_3559,0.00057535304
Route_ID_2435,0.00057524745
Route_ID_746,0.0005745082
Route_ID_5995,0.00057255814
Route_ID_5187,0.00057248754
