Feature,Importance
Destination_Type_Playa,0.059706185
Origin_Type_Playa,0.059204917
Destination_Type_Ciudad Fronteriza,0.04604264
Bookings,0.022398138
Origin_Type_MX Amigos y Familia,0.019930117
Destination_Type_Ciudad Principal,0.019061975
Destination_Type_MX Amigos y Familia,0.016644957
Origin_Type_Ecoturismo,0.01602036
Duration,0.015266931
Route_ID_8550,0.012908827
Origin_Type_Ciudad Principal,0.012853564
Route_ID_670,0.012285435
Route_ID_645,0.01036402
Route_ID_2328,0.010250693
Origin_Type_Ciudad Fronteriza,0.00982246
Route_ID_650,0.008939211
Route_ID_1184,0.00851896
Route_ID_2914,0.008455907
Route_ID_3462,0.0077965786
Capacity,0.007393728
Route_ID_1253,0.0072651515
Route_ID_2232,0.007175338
Route_ID_27,0.0070497054
Route_ID_844,0.006871008
Route_ID_1156,0.006416222
Route_ID_783,0.006120807
Route_ID_1627,0.006110431
Route_ID_753,0.0059105875
Route_ID_175,0.0058517554
Route_ID_1197,0.005583175
Route_ID_2087,0.0054232767
Route_ID_427,0.0053885137
Route_ID_907,0.005381715
Route_ID_1559,0.0053594434
Route_ID_221,0.00530391
Route_ID_122,0.0050816527
Route_ID_195,0.005000911
Route_ID_2297,0.004923308
Route_ID_132,0.0048431302
Route_ID_582,0.004581392
Route_ID_1411,0.004543742
Route_ID_2170,0.004534553
Route_ID_3883,0.0045031635
Route_ID_1240,0.0043891305
Route_ID_2760,0.004320791
Route_ID_1332,0.0043150596
Route_ID_1916,0.0042109843
Route_ID_3088,0.004117136
Route_ID_824,0.0041014217
Route_ID_106,0.0040731444
Route_ID_123,0.0040729395
Route_ID_392,0.0038881032
Route_ID_1323,0.0038783525
Route_ID_4299,0.0038171506
Route_ID_5026,0.0037482162
Route_ID_2436,0.003667767
Route_ID_1031,0.0036563522
Route_ID_243,0.0036428794
Route_ID_236,0.0035241444
Route_ID_865,0.0034837842
Route_ID_607,0.003477217
Route_ID_2381,0.0034337523
Route_ID_1758,0.0034220575
Route_ID_1732,0.0032267594
Route_ID_2276,0.0032252003
Route_ID_2228,0.0031571002
Route_ID_1527,0.0031294625
Route_ID_2490,0.0031231637
Route_ID_5898,0.003074002
Route_ID_2193,0.0030552987
Route_ID_1107,0.0030250838
Route_ID_1002,0.0029611683
Route_ID_9867,0.002955942
Route_ID_3655,0.0029381593
Route_ID_1430,0.0029326607
Route_ID_232,0.0028723376
Route_ID_1026,0.0028375166
Route_ID_1488,0.0028079734
Route_ID_293,0.0028058195
Route_ID_1830,0.002770437
Route_ID_1747,0.0027619503
Route_ID_1871,0.0027506077
Route_ID_2029,0.0027246256
Route_ID_65,0.002689285
Route_ID_328,0.0026851953
Route_ID_637,0.0026681044
Route_ID_1671,0.0026674394
Route_ID_2142,0.002641998
Route_ID_1610,0.0025858379
Route_ID_566,0.0025433288
Route_ID_1502,0.0024960758
Route_ID_898,0.0024877726
Route_ID_6016,0.0024701157
Route_ID_1041,0.0024276366
Route_ID_1531,0.0024166738
Route_ID_1384,0.0024155348
Route_ID_4517,0.0023947365
Route_ID_3295,0.0023819786
Route_ID_3287,0.0023724474
Route_ID_4040,0.002369042
Route_ID_1362,0.0023646723
Route_ID_1582,0.0023314932
Route_ID_961,0.0023082132
Route_ID_4025,0.002285451
Route_ID_273,0.0022835294
Route_ID_1704,0.0022674252
Route_ID_4828,0.0022581632
Route_ID_1887,0.002237074
Route_ID_262,0.0022193044
Route_ID_1937,0.0021407488
Route_ID_58,0.0021283885
Route_ID_1358,0.002101228
Route_ID_890,0.0020760726
Route_ID_1290,0.0020704889
Route_ID_1355,0.0020235362
Route_ID_1971,0.002016239
Route_ID_1429,0.0020156207
Route_ID_1328,0.0019971372
Route_ID_4658,0.0019922084
Route_ID_261,0.0019763694
Route_ID_570,0.001957095
Route_ID_632,0.0019235698
Route_ID_7736,0.0019227165
Route_ID_5352,0.0019179543
Route_ID_228,0.0019156598
Route_ID_2273,0.0019083385
Route_ID_158,0.0019038867
Route_ID_581,0.0018986365
Route_ID_1366,0.0018970382
Route_ID_3844,0.0018841965
Route_ID_1000,0.001876468
Route_ID_2210,0.0018723862
Route_ID_2653,0.0018341047
Route_ID_1330,0.001793767
Route_ID_4718,0.0017835681
Route_ID_2186,0.0017677834
Route_ID_610,0.0017290433
Route_ID_7154,0.001695383
Route_ID_1321,0.0016950248
Route_ID_590,0.0016918785
Route_ID_7093,0.0016899856
Route_ID_2101,0.0016764641
Route_ID_4335,0.0016729446
Route_ID_5582,0.0016697337
Route_ID_1042,0.0016501123
Route_ID_3018,0.0016284387
Route_ID_1009,0.0015888066
Route_ID_2438,0.0015758378
Route_ID_2316,0.0015702386
Route_ID_2139,0.0015656343
Route_ID_6550,0.001554779
Route_ID_4367,0.0015546803
Route_ID_543,0.00153695
Route_ID_482,0.0015225031
Route_ID_278,0.0015202849
Route_ID_3469,0.0015071386
Route_ID_3065,0.0015038452
Route_ID_2635,0.0014918449
Route_ID_2727,0.001489415
Route_ID_242,0.0014710267
Route_ID_1182,0.0014646787
Route_ID_662,0.0014587136
Route_ID_520,0.0014573735
Route_ID_14,0.0014546724
Route_ID_3033,0.0014516833
Route_ID_1055,0.0014357946
Route_ID_2341,0.0014334378
Route_ID_6505,0.0014245367
Route_ID_3662,0.001416284
Route_ID_918,0.001414865
Route_ID_3197,0.0014082647
Route_ID_3989,0.0014033893
Route_ID_1777,0.001397733
Route_ID_4251,0.0013916319
Route_ID_1275,0.0013687585
Route_ID_2410,0.0013632366
Route_ID_1032,0.0013483758
Route_ID_6868,0.0013447424
Route_ID_6965,0.0013394762
Route_ID_2277,0.0013141924
Route_ID_2787,0.0013092662
Route_ID_3951,0.0012990132
Route_ID_1702,0.0012752266
Route_ID_1223,0.0012634393
Route_ID_3159,0.001252791
Route_ID_6931,0.0012443922
Route_ID_2582,0.0012399158
Route_ID_2243,0.0012356987
Route_ID_1326,0.0012292461
Route_ID_2484,0.0012090515
Route_ID_429,0.0011940757
Route_ID_5608,0.001191536
Route_ID_1398,0.0011890513
Route_ID_2663,0.0011867251
Route_ID_229,0.0011794075
Route_ID_5587,0.0011751686
Route_ID_1171,0.0011748176
Route_ID_6990,0.0011698159
Route_ID_6110,0.00116499
Route_ID_2802,0.0011362515
Route_ID_59,0.0011313523
Route_ID_170,0.0011265797
Route_ID_3447,0.0011260526
Route_ID_3003,0.0011099677
Route_ID_3179,0.0011034651
Route_ID_4812,0.0010996996
Route_ID_5874,0.0010903118
Route_ID_737,0.0010626462
Route_ID_1784,0.0010576851
Route_ID_7511,0.0010528407
Route_ID_430,0.001051452
Route_ID_2422,0.0010209141
Route_ID_955,0.0010173932
Route_ID_611,0.0010143736
Route_ID_8299,0.0010051111
Route_ID_7294,0.0010028096
Route_ID_6299,0.000997919
Route_ID_5029,0.0009863295
Route_ID_1454,0.0009764372
Route_ID_958,0.00097449234
Route_ID_2502,0.000972233
Route_ID_3132,0.00097218744
Route_ID_1735,0.00096857274
Route_ID_2849,0.0009642112
Route_ID_401,0.0009611226
Route_ID_6894,0.0009480091
Route_ID_2647,0.000936617
Route_ID_70,0.0009365649
Route_ID_2290,0.0009363037
Route_ID_4000,0.0009242936
Route_ID_1767,0.00092143245
Route_ID_3634,0.0009098748
Route_ID_2416,0.0009091569
Route_ID_719,0.0009010613
Route_ID_5810,0.00089807645
Route_ID_1901,0.00089806877
Route_ID_523,0.0008950934
Route_ID_1694,0.0008883958
Route_ID_4037,0.00088238553
Route_ID_2262,0.00087872177
Route_ID_2191,0.0008639029
Route_ID_2975,0.00086279924
Route_ID_372,0.00086166506
Route_ID_1978,0.0008584343
Route_ID_2555,0.00085321016
Route_ID_3553,0.0008410133
Route_ID_9767,0.0008246046
Route_ID_1392,0.00082105066
Route_ID_541,0.00082066125
Route_ID_588,0.0008202703
Route_ID_516,0.000820221
Route_ID_8187,0.00081421266
Route_ID_1435,0.00080696377
Route_ID_3897,0.0008029474
Route_ID_2989,0.0007962743
Route_ID_2721,0.0007937477
Route_ID_8350,0.0007917914
Route_ID_1606,0.00078766444
Route_ID_4663,0.00078433607
Route_ID_1611,0.0007842598
Route_ID_1905,0.0007706516
