Feature,Importance
Origin_Type_Ciudad Fronteriza,0.036697146
Capacity,0.03450555
Destination_Type_Playa,0.03215852
Origin_Type_Playa,0.025847925
Origin_Type_MX Amigos y Familia,0.019247895
Origin_Type_Ciudad Principal,0.018403491
Route_ID_4286,0.015953556
Route_ID_4709,0.0150919
Destination_Type_Ciudad Principal,0.015024173
Route_ID_2801,0.013157213
Bookings,0.01302988
Route_ID_2762,0.012932114
Duration,0.012137172
Route_ID_5006,0.011483739
Route_ID_3027,0.010819708
Route_ID_1911,0.00871288
Route_ID_5390,0.008593283
Destination_Type_MX Amigos y Familia,0.008349244
Route_ID_222,0.008259094
Route_ID_4673,0.008258744
Route_ID_3498,0.00804653
Route_ID_3479,0.007331847
Route_ID_1662,0.0072924495
Route_ID_1498,0.007145198
Destination_Type_Ciudad Fronteriza,0.006987062
Route_ID_706,0.0065028057
Route_ID_3895,0.0064823125
Origin_Type_Ecoturismo,0.006212484
Route_ID_1751,0.006185582
Route_ID_132,0.0060589216
Route_ID_835,0.0060351463
Route_ID_6348,0.005986761
Route_ID_1471,0.0058053206
Destination_Type_Ecoturismo,0.0057683815
Route_ID_426,0.005646187
Route_ID_2030,0.005219019
Route_ID_1678,0.0051961727
Route_ID_442,0.004902236
Route_ID_5007,0.004880864
Route_ID_1891,0.0048610093
Route_ID_5014,0.004799446
Route_ID_1551,0.004777964
Route_ID_3821,0.00476606
Route_ID_2957,0.0047499402
Route_ID_1693,0.00470053
Route_ID_2973,0.004680049
Route_ID_453,0.0046686116
Route_ID_345,0.0046451455
Route_ID_2006,0.004524304
Route_ID_568,0.0045234542
Route_ID_3509,0.004439572
Route_ID_2378,0.004381509
Route_ID_1439,0.0041916976
Route_ID_1893,0.0041654767
Route_ID_2146,0.00399136
Route_ID_570,0.003975731
Route_ID_3657,0.003963354
Route_ID_3654,0.00394704
Route_ID_2898,0.0039131083
Route_ID_2721,0.0039021242
Route_ID_1004,0.0038631314
Route_ID_4507,0.0038399086
Route_ID_178,0.0037733898
Route_ID_266,0.0037576
Route_ID_5324,0.0037291455
Route_ID_3723,0.003697709
Route_ID_1291,0.0036947893
Route_ID_4417,0.003675003
Route_ID_2083,0.0036675383
Route_ID_2445,0.003621452
Route_ID_842,0.0035104875
Route_ID_3757,0.003499314
Route_ID_2646,0.003483117
Route_ID_2227,0.0034514598
Route_ID_3759,0.0034021274
Route_ID_2128,0.0033767147
Route_ID_5480,0.003330317
Route_ID_286,0.0033276957
Route_ID_2151,0.0032332356
Route_ID_7605,0.0031190908
Route_ID_251,0.0031063405
Route_ID_5052,0.0030754197
Route_ID_3801,0.0030740988
Route_ID_695,0.0030647062
Route_ID_5511,0.0030507275
Route_ID_3763,0.003047012
Route_ID_724,0.0030181243
Route_ID_2684,0.0030068513
Route_ID_1923,0.003004658
Route_ID_2360,0.0029943925
Route_ID_1173,0.0029736904
Route_ID_6178,0.0029630386
Route_ID_219,0.0029568158
Route_ID_5134,0.0029334198
Route_ID_4150,0.0029161195
Route_ID_6476,0.0029049881
Route_ID_2049,0.002854037
Route_ID_3681,0.0028525316
Route_ID_3352,0.0028348237
Route_ID_237,0.0028344837
Route_ID_5684,0.002798964
Route_ID_192,0.0027918853
Route_ID_4838,0.002729567
Route_ID_81,0.0027162621
Route_ID_3055,0.002686034
Route_ID_2918,0.0026729025
Route_ID_783,0.0026006592
Route_ID_88,0.0025896116
Route_ID_4846,0.0025859259
Route_ID_1788,0.002523341
Route_ID_2202,0.002457006
Route_ID_2693,0.0024439602
Route_ID_5920,0.0024403015
Route_ID_4803,0.002425463
Route_ID_3489,0.00240812
Route_ID_1767,0.0024002802
Route_ID_1834,0.0023567197
Route_ID_1659,0.0023228498
Route_ID_6312,0.0023147045
Route_ID_837,0.0023115817
Route_ID_2574,0.0022768215
Route_ID_3784,0.0021971206
Route_ID_1112,0.0021868201
Route_ID_4140,0.0021847184
Route_ID_699,0.0021541237
Route_ID_544,0.0021386368
Route_ID_1454,0.0021249785
Route_ID_7146,0.0021187104
Route_ID_1150,0.0020901952
Route_ID_2013,0.0020898061
Route_ID_3790,0.0020870408
Route_ID_761,0.0020832445
Route_ID_1951,0.0020776642
Route_ID_4477,0.0020768999
Route_ID_1189,0.0020563556
Route_ID_2508,0.0020404663
Route_ID_1053,0.0020168915
Route_ID_2786,0.002013045
Route_ID_1153,0.0020116363
Route_ID_621,0.0019882675
Route_ID_864,0.0019861355
Route_ID_6507,0.0019844035
Route_ID_7546,0.001982833
Route_ID_1000,0.0019770588
Route_ID_1353,0.0019737098
Route_ID_2254,0.0019677328
Route_ID_1259,0.0019407115
Route_ID_4307,0.001931256
Route_ID_1968,0.0018958972
Route_ID_4385,0.001882804
Route_ID_5215,0.0018756575
Route_ID_4780,0.0018470098
Route_ID_4893,0.0018440783
Route_ID_4136,0.0018277012
Route_ID_1777,0.0018209837
Route_ID_1313,0.0018020883
Route_ID_5313,0.0018010219
Route_ID_7057,0.0017993487
Route_ID_3448,0.0017816594
Route_ID_3947,0.0017695855
Route_ID_1730,0.0017693578
Route_ID_6682,0.0017689442
Route_ID_4106,0.0017612631
Route_ID_3822,0.0017349432
Route_ID_1944,0.0017279598
Route_ID_3260,0.0017236895
Route_ID_2149,0.00172174
Route_ID_4822,0.0017141405
Route_ID_7014,0.0017016436
